ocid,notice_id,published_date,deadline,title,buyer,status,procurement_method,main_category,cpv_id,cpv_description,value_amount,value_currency,sme_suitable,vcse_suitable,categories,matched_terms,official_notice_url,summary,licence,source
ocds-b5fd17-20bb54ca-294a-45bf-9449-0beea881e456,8ef1b773-1b75-4280-ae9e-b35c111ae7a8-903634,2026-06-26T06:24:36+01:00,2026-07-27T23:59:00+01:00,"The Council is procuring an Appropriate Adult Service in accordance with its statutory duties under the Police and Criminal Evidence Act 1984 (PACE) and the Crime and Disorder Act 1998 (section 38(4)(a)).
      
      These statutory duties place an obligation on local authorities to ensure the provision of Appropriate Adults for children and vulnerable adults where a parent, guardian or other suitable adult is unavailable or deemed inappropriate.
      
      The purpose of the Appropriate Adult is to safeguard and promote the rights, entitlements and welfare of children and vulnerable adults who are detained and/or interviewed by the police. 
      
      The Appropriate Adult is required ",SURREY COUNTY COUNCIL,active,Other - ,services,85000000,Health and social work services,1050000,GBP,True,True,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/8ef1b773-1b75-4280-ae9e-b35c111ae7a8,"The Council is procuring an Appropriate Adult Service as is required under Police and Criminal Evidence Act 1984 (PACE) and Crime and Disorder Act 1998, section 38(4)(a) which place a statutory duty on local authorities…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-d349e746-dec8-41a5-9ce4-fd248b08e12f,8284d2cd-3b24-48aa-a2b1-f4e8d8083901-903626,2026-06-25T12:23:57+01:00,2026-08-06T12:00:00+01:00,Two Play Park Upgrade Projects,Melksham Town Council,active,Open procedure (above threshold),goods,37535200,Playground equipment,,,True,True,accessibility_digital;sme_suitable,SME suitability flag;accessibility,https://www.contractsfinder.service.gov.uk/Notice/8284d2cd-3b24-48aa-a2b1-f4e8d8083901,"Redevelopment of two play spaces in Melksham: Dunch Lane Play Park, designed for children aged 0-4 years, and Riverside Play Park, designed for children aged 5 and over. Together, the project aims to deliver high-qualit…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-eda153f3-eb11-4a4d-8d10-762cc308af17,3baa95d2-10f5-4d9d-b612-be8e336fe70b-903601,2026-06-25T15:39:06+01:00,2026-07-09T13:00:00+01:00,South Cambridgeshire District Council - Shared Ownership Sales and Marketing Arrangements,South Cambridgeshire District Council,active,Open procedure (below threshold),services,70330000,Property management services of real estate on a fee or contract basis,,,True,False,accessibility_digital;sme_suitable,SME suitability flag;portal,https://www.contractsfinder.service.gov.uk/Notice/3baa95d2-10f5-4d9d-b612-be8e336fe70b,SCDC has a continuing new build programme that includes shared ownership and affordable rent and social rent homes. SCDC need to build out policy-compliant exception sites and purchase S106 affordable housing from devel…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-62b40079-a0a8-4219-bd71-e2a997f09b15,e8288bb0-fb7e-429a-b707-e3f7328b5ef9-903571,2026-06-25T14:22:26+01:00,,Editorial Support,"OFFICE FOR STANDARDS IN EDUCATION, CHILDRENS SERVICES AND SKILLS",planned,Open procedure (below threshold),,79821100,Proofreading services,30000,GBP,True,False,sme_suitable,SME suitability flag,,"This proposal is to establish a new contractual arrangement to support Ofsted's Communications team with flexible, on-demand editorial resource. The intention is to appoint multiple suppliers to a small pool, enabling O…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-e5a23bb2-7a96-44d6-9457-f8c7072f7f3d,186db4a8-e53f-414f-9f55-a1e5b159a926-903101,2026-06-25T14:20:22+01:00,2026-06-30T17:00:00+01:00,M6 Lune Gorge - Roundthwaite Box - Civils Package,KIER TRANSPORTATION LIMITED,active,Competitive quotation (below threshold),works,45100000,Site preparation work,50000,GBP,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/186db4a8-e53f-414f-9f55-a1e5b159a926,Kier Infrastructure are looking to engage experienced and qualified contractors for the civils package for Roundthwaite Box solution in the Central Reservation works on the M6 Lune Gorge Scheme (Approx J38). Package is…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-1f180c9f-9541-4217-93da-5c134991d914,25e021d3-5c3c-48c2-a357-5d8651a3d406-903579,2026-06-25T14:19:42+01:00,2026-06-30T12:00:00+01:00,5 yr maintenance service contract for slit lamps and tables,KCH Interventional Facilities Management LLP,active,Single tender action (below threshold),services,50420000,Repair and maintenance services of medical and surgical equipment,82893.47,GBP,False,False,accessibility_digital;facilities_works,maintenance;portal,https://www.contractsfinder.service.gov.uk/Notice/25e021d3-5c3c-48c2-a357-5d8651a3d406,"5 yr maintenance service contract PM cover for Haag-Streit slit lamps and tables Additional information: To express interest and participate in the tender, please register and apply via Atamis e-sourcing portal https://…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-c38c06c4-1788-4c87-b428-b38ae5828ab7,b90d86bd-734f-45a4-85af-bf259062b5f9-903118,2026-06-25T14:14:50+01:00,2026-06-30T17:00:00+01:00,M6 Lune Gorge - Roundthwaite Box - FRC Package,KIER TRANSPORTATION LIMITED,active,Competitive quotation (below threshold),works,45223500,Reinforced-concrete structures,50000,GBP,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/b90d86bd-734f-45a4-85af-bf259062b5f9,Kier Infrastructure are looking to engage experienced and qualified contractors for the FRC package for the Roundthwaite Box solution in the Central Reservation works on the M6 Lune Gorge Scheme (Approx J38). Package is…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-a6ed93df-0627-45c1-9372-5e5169ad336f,f2e56727-8ec2-4e63-84f0-aa3f825a5014-903120,2026-06-25T14:10:19+01:00,2026-06-30T17:00:00+01:00,M6 Lune Gorge - Roundthwaite Box - Steelwork Package,KIER TRANSPORTATION LIMITED,active,Competitive quotation (below threshold),works,45223210,Structural steelworks,50000,GBP,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/f2e56727-8ec2-4e63-84f0-aa3f825a5014,Kier Infrastructure are looking to engage experienced and qualified contractors for the Steelwork package for Roundthwaite Box solution in the Central Reservation works on the M6 Lune Gorge Scheme (Approx J38). Package…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-cc6a0c78-8769-4f94-9aa7-e01c742ae0ce,eed33355-8bf3-4e58-99b3-39652662d6b8-903122,2026-06-25T14:07:04+01:00,2026-06-30T17:00:00+01:00,M6 Lune Gorge - Roundthwaite Box - Piling Package,KIER TRANSPORTATION LIMITED,active,Competitive quotation (below threshold),works,44212400,Piling,50000,GBP,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/eed33355-8bf3-4e58-99b3-39652662d6b8,Kier Infrastructure are looking to engage experienced and qualified contractors for the Piling package for the Roundthwaite Box solution in the Central Reservation works on the M6 Lune Gorge Scheme (Approx J38). Package…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-a261a580-9182-4c9e-adf5-c9e5ba741441,f25a4d63-859a-46f1-bab6-44b818cc9b5b-903551,2026-06-25T11:24:19+01:00,2026-07-23T12:00:00+01:00,CA18126 - RFQ 2026/16 - NMANDD PEACEPLUS,ADB (UK) LIMITED,active,Open procedure (below threshold),services,92000000,"Recreational, cultural and sporting services",,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/f25a4d63-859a-46f1-bab6-44b818cc9b5b,"Competent consultancy companies are hereby invited to tender to design, develop and deliver a structured programme celebrating the history and industrial heritage of Bessbrook. The programme will include a series of exp…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-fb6dd247-352e-4b3f-8139-9b0d2628f8a6,dea74f0d-78bf-4bfe-8615-0319951c9d44-903559,2026-06-25T13:17:39+01:00,2026-07-03T17:00:00+01:00,Ellesmere Town Council Sanitary Disposal and Servicing,ELLESMERE TOWN COUNCIL,active,Competitive quotation (below threshold),services,75200000,Provision of services to the community,3300,GBP,True,False,facilities_works;sme_suitable,SME suitability flag;installation,https://www.contractsfinder.service.gov.uk/Notice/dea74f0d-78bf-4bfe-8615-0319951c9d44,To Provide Sanitary Disposal as follows:- Installation and monthly service / exchange of: Site 1 - Ellesmere Town Hall 4 Slimline Feminine Sanitary Units. 1 Nappy Unit 1 Dual Vending Machine 2 Water Management Systems S…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-d349e746-dec8-41a5-9ce4-fd248b08e12f,8284d2cd-3b24-48aa-a2b1-f4e8d8083901-903480,2026-06-25T12:23:57+01:00,2026-08-06T12:00:00+01:00,Two Play Park Upgrade Projects,Melksham Town Council,active,Open procedure (above threshold),goods,37535200,Playground equipment,,,False,False,accessibility_digital,accessibility,https://www.contractsfinder.service.gov.uk/Notice/8284d2cd-3b24-48aa-a2b1-f4e8d8083901,"Redevelopment of two play spaces in Melksham: Dunch Lane Play Park, designed for children aged 0-4 years, and Riverside Play Park, designed for children aged 5 and over. Together, the project aims to deliver high-qualit…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-6611b4ef-177c-4e50-820d-58596919c55c,13aec17a-3754-485b-ba2b-4c6acaa339a5-903541,2026-06-25T12:19:48+01:00,2026-07-24T12:00:00+01:00,M2627-15 - REPLACEMENT OF COMPLETE DOOR ENTRY INTERCOM SYSTEM WITH IP GUARD SYSTEM,Southend City Council,active,Open procedure (above threshold),,32360000,Intercom equipment,1500000,GBP,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/13aec17a-3754-485b-ba2b-4c6acaa339a5,"Supply, Install & configure IP Door Entry System IPGUARD Additional information: All documents are freely available on https://procontract.due-north.com/",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-a261a580-9182-4c9e-adf5-c9e5ba741441,f25a4d63-859a-46f1-bab6-44b818cc9b5b-903518,2026-06-25T11:24:19+01:00,2026-07-23T12:00:00+01:00,"CA18126 - RFQ 2026/06 - NMANDD PEACEPLUS ""Thriving Together"" - Woven Through Time - Exploring the Shared Heritage of Bessbrook","Newry, Mourne and Down District Council (NMD)",active,Open procedure,services,92000000,"Recreational, cultural and sporting services",,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/f25a4d63-859a-46f1-bab6-44b818cc9b5b,"Competent consultancy companies are hereby invited to tender to design, develop and deliver a structured programme celebrating the history and industrial heritage of Bessbrook. The programme will include a series of exp…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-b188859d-5035-46fe-b355-0fbc261deba1,b82e0471-4a75-4657-8e84-3d525bcb2f85-903491,2026-06-25T09:57:13+01:00,2026-07-20T12:00:00+01:00,CA18125 - Tresham Kettering Campus Heating & Hot Water Upgrade Project,Bedford College,active,Open procedure,works,45315000,Electrical installation work of heating and other electrical building-equipment,350000,GBP,True,False,facilities_works;sme_suitable,SME suitability flag;installation,https://www.contractsfinder.service.gov.uk/Notice/b82e0471-4a75-4657-8e84-3d525bcb2f85,Tresham Kettering Campus Heating & Hot Water Upgrade Project. To access this competition: Registered: Login to https://suppliers.multiquote.com and view the opportunity CA18125. Not registered: Visit https://suppliers.m…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-c4a47450-4c61-4064-9e26-2eea7eb6c5f9,5489804f-e663-4d7c-92c8-81c5001511ad-903449,2026-06-25T03:20:49+01:00,2026-07-10T15:00:00+01:00,Procurement of services of retrofitting with PZSA-3 protection level of a cargo van (2 pcs),"Chemonics International, Inc.",active,Open procedure (above threshold),services,34000000,Transport equipment and auxiliary products to transportation,2,GBP,True,False,green_energy;sme_suitable,SME suitability flag;retrofit,https://www.contractsfinder.service.gov.uk/Notice/5489804f-e663-4d7c-92c8-81c5001511ad,"Dear Sir/Madam, Chemonics Group UK Limited, implementing the project ""Partnership Fund for a Resilient Ukraine"" Phase 2 (PFRU-2) referred under the international technical assistance, invites you to submit a proposal fo…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-a8b2d791-f33e-45eb-8cbb-c2170397c090,c500e12a-e857-457d-b44d-abf8a4789ad4-903448,2026-06-25T08:00:05+01:00,2026-07-17T12:00:00+01:00,GB-Sheffield: 5095.EFM.SW Diamond Chiller Replacement,The University of Sheffield,active,Open procedure,works,45310000,Electrical installation work,1000000,GBP,True,False,facilities_works;sme_suitable,SME suitability flag;installation,https://www.contractsfinder.service.gov.uk/Notice/c500e12a-e857-457d-b44d-abf8a4789ad4,The project comprises the replacement of 3nr. chiller units on the Diamond Building Roof. Specifically: •System 1: Comprises 2nr. chiller units. Air handling unit cooling coil systems. •System 2: Comprises 1nr. chiller…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-ba89eae1-e794-4ad9-bf1a-5b43f6ca0c13,ccd498b2-9085-4f09-a332-f80178b41f39-903447,2026-06-24T23:06:26+01:00,2026-07-27T12:00:00+01:00,Provision of Allograft Products,Queen Victoria Hospital NHS Foundation Trust,active,Open procedure (above threshold),goods,85146200,Services provided by transplant organ banks,600000,GBP,False,False,accessibility_digital,portal,https://www.contractsfinder.service.gov.uk/Notice/ccd498b2-9085-4f09-a332-f80178b41f39,"Provision of Allograft Products to Queen Victoria Hospital NHS Foundation Trust Additional information: To express interest and participate in the tender, please register and apply via Atamis e-sourcing portal https://h…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-5db521f9-f132-40f0-bb83-c5984d51736f,e6168f0c-d23e-4fe6-a6bd-078b229abb71-903434,2026-06-10T10:05:13+01:00,2026-07-13T17:00:00+01:00,Enabling offshore wind port development and investment,PALLADIUM INTERNATIONAL LIMITED,active,Open procedure (above threshold),services,31000000,"Electrical machinery, apparatus, equipment and consumables; lighting",470000,GBP,True,True,facilities_works;green_energy;sme_suitable,SME suitability flag;installation;renewable,https://www.contractsfinder.service.gov.uk/Notice/e6168f0c-d23e-4fe6-a6bd-078b229abb71,"Palladium as the delivery partner for the Foreign, Commonwealth and Development Office (FCDO) funded UK Partnering for Accelerate Climate Transitions (UK PACT) programme invites you to submit a quotation for the service…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-7ffc316d-9f2f-40f7-a464-ae4d697c7a7a,1a8c842e-c0d8-4993-af23-b1009a4769a8-903430,2026-06-24T16:10:03+01:00,2026-07-17T12:00:00+01:00,GB-Middlesbrough: Lift Modernisation,Teesside University,active,Open procedure,works,42416130,Mechanical lifts,500000,GBP,True,True,facilities_works;sme_suitable,SME suitability flag;installation,https://www.contractsfinder.service.gov.uk/Notice/1a8c842e-c0d8-4993-af23-b1009a4769a8,Lift Modernisation at Europa and Centuria North Buildings Additional information: The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs)…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-2ebea53b-5f3a-45a7-839c-296c63d24095,c28f0af8-2e1b-4ccf-b899-7a409bac6f83-903427,2026-06-24T16:03:16+01:00,2026-07-08T12:00:00+01:00,"CA18123 - RFQ 2026/17 - Newry, Mourne and Down Residents Survey 2026","Newry, Mourne and Down District Council (NMD)",active,Open procedure,services,79310000,Market research services,,,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/c28f0af8-2e1b-4ccf-b899-7a409bac6f83,Newry Mourne and Down District Council (the Council) invite tenders for the undertaking of a Residents' Survey for its Council areas. The survey will target a representative sample of residents over the age of 16. To ac…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-e5626745-8690-4de1-a3d9-8641de30069a,2798c748-8ffa-4292-b2b9-084e504b9b0d-903406,2026-06-24T15:01:30+01:00,2026-07-21T15:00:00+01:00,Modular Building Construction,KBS Maritime Ltd,active,Restricted procedure,works,44211100,Modular and portable buildings,1000000,GBP,False,False,facilities_works,refurbishment,https://www.contractsfinder.service.gov.uk/Notice/2798c748-8ffa-4292-b2b9-084e504b9b0d,"There is a requirement for the replacement of the existing Portacabins with new modular office complex. RIBA4 consultation and delivery of RIBA 5 onwards. Including all Civil, landscaping and MEP works required. This in…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-e69b2aac-baef-4315-8b8a-59cf0567b30d,962ceae2-c2cb-4b35-9407-c05666903037-903359,2026-06-24T12:33:10+01:00,2026-07-22T12:00:00+01:00,CA18117 - QMHC LIFT 14 MODERNISATION STH,Epsom & St Helier University Hospitals NHS Trust,active,Open procedure,works,45313100,Lift installation work,220000,GBP,True,False,facilities_works;sme_suitable,SME suitability flag;installation,https://www.contractsfinder.service.gov.uk/Notice/962ceae2-c2cb-4b35-9407-c05666903037,"The works comprise the modernisation of Lift 14 at QMHC at St Helier Hospital, including but not limited to; replacement of the machine, controller, wiring, fixtures, landing doors and car door assemblies, lift car and…",http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-944450c5-950c-40b4-ab7b-67776655c00b,e1a9414c-2cc8-479f-a01e-1bc1c48f8ce4-903293,2026-06-23T17:45:17+01:00,2026-07-20T12:30:00+01:00,Surface Works throughout Taunton,Taunton Town Council,active,Open procedure (below threshold),works,14213200,Tarmac,70000,GBP,True,False,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/e1a9414c-2cc8-479f-a01e-1bc1c48f8ce4,As a preferred contractor you would be required to quote for and carry out groundwork on behalf of TTC on as needed basis. This might include path and car park surface repairs.,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
ocds-b5fd17-ea04fdeb-1dde-434b-8ff4-51985e987a2b,3c8be511-8048-44cf-a62f-df8037541a07-903280,2026-06-23T12:13:55+01:00,2026-07-20T12:00:00+01:00,Procurement of ventilated diving equipment and mobile hyperbaric chamber,"Chemonics International, Inc.",active,Open procedure (below threshold),goods,37412240,Diving instruments or accessories,1,GBP,True,True,sme_suitable,SME suitability flag,https://www.contractsfinder.service.gov.uk/Notice/3c8be511-8048-44cf-a62f-df8037541a07,Chemonics Group UK Ltd invites tenders for the procurement of ventilated diving equipment and a mobile hyperbaric decompression chamber for delivery in Ukraine under the Partnership Fund for a Resilient Ukraine Phase 2…,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contracts Finder OCDS Search API
